2021-05-12 18:40:58,569 - 
2021-05-12 18:41:34,300 - Task failed successfully

2021-05-12 18:41:34,300 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-18.json

2021-05-12 18:41:36,400 - Task failed successfully

2021-05-12 18:41:36,400 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-19.json

2021-05-12 18:41:38,373 - Task failed successfully

2021-05-12 18:41:38,373 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-20.json

2021-05-12 18:41:40,306 - Task failed successfully

2021-05-12 18:41:40,306 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-21.json

2021-05-12 18:41:42,227 - Task failed successfully

2021-05-12 18:41:42,228 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-22.json

2021-05-12 18:41:44,175 - Task failed successfully

2021-05-12 18:41:44,175 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-23.json

2021-05-12 18:41:46,195 - Task failed successfully

2021-05-12 18:41:46,195 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-24.json

2021-05-12 18:41:48,143 - Task failed successfully

2021-05-12 18:41:48,143 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-25.json

2021-05-12 18:41:50,093 - Task failed successfully

2021-05-12 18:41:50,094 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-26.json

2021-05-12 18:41:52,173 - Task failed successfully

2021-05-12 18:41:52,173 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-27.json

2021-05-12 18:41:54,085 - Task failed successfully

2021-05-12 18:41:54,086 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-28.json

2021-05-12 18:41:56,014 - Task failed successfully

2021-05-12 18:41:56,014 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-29.json

2021-05-12 18:41:58,056 - Task failed successfully

2021-05-12 18:41:58,057 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-30.json

2021-05-12 18:42:00,002 - Task failed successfully

2021-05-12 18:42:00,003 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-31.json

2021-05-12 18:42:01,914 - Task failed successfully

2021-05-12 18:42:01,914 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-32.json

2021-05-12 18:42:03,844 - Task failed successfully

2021-05-12 18:42:03,844 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-33.json

2021-05-12 18:42:05,828 - Task failed successfully

2021-05-12 18:42:05,828 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-34.json

2021-05-12 18:42:07,754 - Task failed successfully

2021-05-12 18:42:07,754 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-35.json

2021-05-12 18:42:09,868 - Task failed successfully

2021-05-12 18:42:09,868 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-36.json

2021-05-12 18:42:12,072 - Task failed successfully

2021-05-12 18:42:12,072 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-37.json

2021-05-12 18:42:13,987 - Task failed successfully

2021-05-12 18:42:13,987 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-38.json

2021-05-12 18:42:16,067 - Task failed successfully

2021-05-12 18:42:16,067 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-39.json

2021-05-12 18:42:17,971 - Task failed successfully

2021-05-12 18:42:17,971 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-40.json

2021-05-12 18:42:19,903 - Task failed successfully

2021-05-12 18:42:19,903 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-41.json

2021-05-12 18:42:21,871 - Task failed successfully

2021-05-12 18:42:21,871 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-42.json

2021-05-12 18:42:23,810 - Task failed successfully

2021-05-12 18:42:23,810 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-43.json

2021-05-12 18:42:25,744 - Task failed successfully

2021-05-12 18:42:25,745 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-44.json

2021-05-12 18:42:27,672 - Task failed successfully

2021-05-12 18:42:27,672 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-45.json

2021-05-12 18:42:29,647 - Task failed successfully

2021-05-12 18:42:29,647 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-46.json

2021-05-12 18:42:31,623 - Task failed successfully

2021-05-12 18:42:31,624 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-47.json

2021-05-12 18:42:33,506 - Task failed successfully

2021-05-12 18:42:33,507 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-48.json

2021-05-12 18:42:35,517 - Task failed successfully

2021-05-12 18:42:35,517 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-49.json

2021-05-12 18:42:37,424 - Task failed successfully

2021-05-12 18:42:37,424 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-50.json

2021-05-12 18:42:39,455 - Task failed successfully

2021-05-12 18:42:39,455 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-51.json

2021-05-12 18:42:41,433 - Task failed successfully

2021-05-12 18:42:41,434 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-52.json

2021-05-12 18:42:43,384 - Task failed successfully

2021-05-12 18:42:43,384 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-53.json

2021-05-12 18:42:45,403 - Task failed successfully

2021-05-12 18:42:45,403 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-54.json

2021-05-12 18:42:47,554 - Task failed successfully

2021-05-12 18:42:47,554 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-55.json

2021-05-12 18:42:49,598 - Task failed successfully

2021-05-12 18:42:49,599 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-56.json

2021-05-12 18:42:51,597 - Task failed successfully

2021-05-12 18:42:51,597 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-57.json

2021-05-12 18:42:53,527 - Task failed successfully

2021-05-12 18:42:53,528 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-58.json

2021-05-12 18:42:55,463 - Task failed successfully

2021-05-12 18:42:55,464 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-59.json

2021-05-12 18:42:57,432 - Task failed successfully

2021-05-12 18:42:57,432 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-60.json

2021-05-12 18:42:59,396 - Task failed successfully

2021-05-12 18:42:59,396 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-61.json

2021-05-12 18:43:01,304 - Task failed successfully

2021-05-12 18:43:01,305 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-62.json

2021-05-12 18:43:03,211 - Task failed successfully

2021-05-12 18:43:03,211 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-63.json

2021-05-12 18:43:05,157 - Task failed successfully

2021-05-12 18:43:05,157 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-64.json

2021-05-12 18:43:07,096 - Task failed successfully

2021-05-12 18:43:07,096 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-65.json

2021-05-12 18:43:09,034 - Task failed successfully

2021-05-12 18:43:09,034 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-66.json

2021-05-12 18:43:11,061 - Task failed successfully

2021-05-12 18:43:11,061 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-67.json

2021-05-12 18:43:13,068 - Task failed successfully

2021-05-12 18:43:13,069 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-68.json

2021-05-12 18:43:15,082 - Task failed successfully

2021-05-12 18:43:15,083 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-69.json

2021-05-12 18:43:17,003 - Task failed successfully

2021-05-12 18:43:17,004 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-70.json

2021-05-12 18:43:18,919 - Task failed successfully

2021-05-12 18:43:18,919 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-71.json

2021-05-12 18:43:20,898 - Task failed successfully

2021-05-12 18:43:20,898 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-72.json

2021-05-12 18:43:22,888 - Task failed successfully

2021-05-12 18:43:22,889 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-73.json

2021-05-12 18:43:24,877 - Task failed successfully

2021-05-12 18:43:24,877 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-74.json

2021-05-12 18:43:26,813 - Task failed successfully

2021-05-12 18:43:26,813 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-75.json

2021-05-12 18:43:28,854 - Task failed successfully

2021-05-12 18:43:28,855 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-76.json

2021-05-12 18:43:30,798 - Task failed successfully

2021-05-12 18:43:30,798 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-77.json

2021-05-12 18:43:32,836 - Task failed successfully

2021-05-12 18:43:32,836 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-78.json

2021-05-12 18:43:34,799 - Task failed successfully

2021-05-12 18:43:34,799 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-79.json

2021-05-12 18:43:36,710 - Task failed successfully

2021-05-12 18:43:36,710 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-80.json

2021-05-12 18:43:38,638 - Task failed successfully

2021-05-12 18:43:38,638 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-81.json

2021-05-12 18:43:40,596 - Task failed successfully

2021-05-12 18:43:40,597 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-82.json

2021-05-12 18:43:42,566 - Task failed successfully

2021-05-12 18:43:42,566 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-83.json

2021-05-12 18:43:44,495 - Task failed successfully

2021-05-12 18:43:44,495 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-84.json

2021-05-12 18:43:46,480 - Task failed successfully

2021-05-12 18:43:46,480 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-85.json

2021-05-12 18:43:48,879 - Task failed successfully

2021-05-12 18:43:48,879 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-86.json

2021-05-12 18:43:51,537 - Task failed successfully

2021-05-12 18:43:51,537 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-87.json

2021-05-12 18:43:54,193 - Task failed successfully

2021-05-12 18:43:54,193 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-88.json

2021-05-12 18:43:56,502 - Task failed successfully

2021-05-12 18:43:56,503 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-89.json

2021-05-12 18:43:58,752 - Task failed successfully

2021-05-12 18:43:58,753 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-90.json

2021-05-12 18:44:00,713 - Task failed successfully

2021-05-12 18:44:00,713 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-91.json

2021-05-12 18:44:02,873 - Task failed successfully

2021-05-12 18:44:02,873 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-92.json

2021-05-12 18:44:04,829 - Task failed successfully

2021-05-12 18:44:04,829 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-93.json

2021-05-12 18:44:06,690 - Task failed successfully

2021-05-12 18:44:06,690 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-94.json

2021-05-12 18:44:08,564 - Task failed successfully

2021-05-12 18:44:08,564 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-95.json

2021-05-12 18:44:10,631 - Task failed successfully

2021-05-12 18:44:10,632 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-96.json

2021-05-12 18:44:12,818 - Task failed successfully

2021-05-12 18:44:12,818 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-97.json

2021-05-12 18:44:14,774 - Task failed successfully

2021-05-12 18:44:14,774 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-98.json

2021-05-12 18:44:16,726 - Task failed successfully

2021-05-12 18:44:16,727 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-99.json

2021-05-12 18:44:18,719 - Task failed successfully

2021-05-12 18:44:18,719 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_areaRatios-100.json

2021-05-12 18:44:20,666 - Task failed successfully

2021-05-12 18:44:20,666 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-1.json

2021-05-12 18:44:22,662 - Task failed successfully

2021-05-12 18:44:22,662 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-2.json

2021-05-12 18:44:24,599 - Task failed successfully

2021-05-12 18:44:24,600 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-3.json

2021-05-12 18:44:26,567 - Task failed successfully

2021-05-12 18:44:26,567 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-4.json

2021-05-12 18:44:28,597 - Task failed successfully

2021-05-12 18:44:28,597 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-5.json

2021-05-12 18:44:30,569 - Task failed successfully

2021-05-12 18:44:30,570 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-6.json

2021-05-12 18:44:32,495 - Task failed successfully

2021-05-12 18:44:32,496 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-7.json

2021-05-12 18:44:34,457 - Task failed successfully

2021-05-12 18:44:34,457 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-8.json

2021-05-12 18:44:36,820 - Task failed successfully

2021-05-12 18:44:36,820 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-9.json

2021-05-12 18:44:39,528 - Task failed successfully

2021-05-12 18:44:39,528 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-10.json

2021-05-12 18:44:41,700 - Task failed successfully

2021-05-12 18:44:41,700 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-11.json

2021-05-12 18:44:43,825 - Task failed successfully

2021-05-12 18:44:43,825 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-12.json

2021-05-12 18:44:45,877 - Task failed successfully

2021-05-12 18:44:45,877 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-13.json

2021-05-12 18:44:48,012 - Task failed successfully

2021-05-12 18:44:48,012 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-14.json

2021-05-12 18:44:50,005 - Task failed successfully

2021-05-12 18:44:50,005 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-15.json

2021-05-12 18:44:51,993 - Task failed successfully

2021-05-12 18:44:51,993 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-16.json

2021-05-12 18:44:53,928 - Task failed successfully

2021-05-12 18:44:53,928 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-17.json

2021-05-12 18:44:55,899 - Task failed successfully

2021-05-12 18:44:55,935 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-18.json

2021-05-12 18:44:57,963 - Task failed successfully

2021-05-12 18:44:57,963 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-19.json

2021-05-12 18:44:59,926 - Task failed successfully

2021-05-12 18:44:59,927 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-20.json

2021-05-12 18:45:01,933 - Task failed successfully

2021-05-12 18:45:01,934 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-21.json

2021-05-12 18:45:03,940 - Task failed successfully

2021-05-12 18:45:03,940 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-22.json

2021-05-12 18:45:05,946 - Task failed successfully

2021-05-12 18:45:05,947 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-23.json

2021-05-12 18:45:08,029 - Task failed successfully

2021-05-12 18:45:08,029 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-24.json

2021-05-12 18:45:10,392 - Task failed successfully

2021-05-12 18:45:10,392 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-25.json

2021-05-12 18:45:12,427 - Task failed successfully

2021-05-12 18:45:12,427 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-26.json

2021-05-12 18:45:14,611 - Task failed successfully

2021-05-12 18:45:14,612 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-27.json

2021-05-12 18:45:16,671 - Task failed successfully

2021-05-12 18:45:16,672 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-28.json

2021-05-12 18:45:18,609 - Task failed successfully

2021-05-12 18:45:18,609 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-29.json

2021-05-12 18:45:20,873 - Task failed successfully

2021-05-12 18:45:20,874 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-30.json

2021-05-12 18:45:23,178 - Task failed successfully

2021-05-12 18:45:23,179 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-31.json

2021-05-12 18:45:25,417 - Task failed successfully

2021-05-12 18:45:25,418 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-32.json

2021-05-12 18:45:27,730 - Task failed successfully

2021-05-12 18:45:27,730 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-33.json

2021-05-12 18:45:29,790 - Task failed successfully

2021-05-12 18:45:29,790 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-34.json

2021-05-12 18:45:31,768 - Task failed successfully

2021-05-12 18:45:31,768 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-35.json

2021-05-12 18:45:33,701 - Task failed successfully

2021-05-12 18:45:33,701 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-36.json

2021-05-12 18:45:35,680 - Task failed successfully

2021-05-12 18:45:35,680 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-37.json

2021-05-12 18:45:37,605 - Task failed successfully

2021-05-12 18:45:37,605 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-38.json

2021-05-12 18:45:39,558 - Task failed successfully

2021-05-12 18:45:39,558 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-39.json

2021-05-12 18:45:41,543 - Task failed successfully

2021-05-12 18:45:41,544 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-40.json

2021-05-12 18:45:43,881 - Task failed successfully

2021-05-12 18:45:43,881 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-41.json

2021-05-12 18:45:45,989 - Task failed successfully

2021-05-12 18:45:45,989 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-42.json

2021-05-12 18:45:47,996 - Task failed successfully

2021-05-12 18:45:47,996 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-43.json

2021-05-12 18:45:50,029 - Task failed successfully

2021-05-12 18:45:50,029 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-44.json

2021-05-12 18:45:52,162 - Task failed successfully

2021-05-12 18:45:52,163 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-45.json

2021-05-12 18:45:54,373 - Task failed successfully

2021-05-12 18:45:54,373 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-46.json

2021-05-12 18:45:56,731 - Task failed successfully

2021-05-12 18:45:56,731 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-47.json

2021-05-12 18:45:59,036 - Task failed successfully

2021-05-12 18:45:59,036 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-48.json

2021-05-12 18:46:01,058 - Task failed successfully

2021-05-12 18:46:01,058 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-49.json

2021-05-12 18:46:03,481 - Task failed successfully

2021-05-12 18:46:03,481 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-50.json

2021-05-12 18:46:05,549 - Task failed successfully

2021-05-12 18:46:05,549 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-51.json

2021-05-12 18:46:07,528 - Task failed successfully

2021-05-12 18:46:07,528 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-52.json

2021-05-12 18:46:09,539 - Task failed successfully

2021-05-12 18:46:09,539 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-53.json

2021-05-12 18:46:11,803 - Task failed successfully

2021-05-12 18:46:11,803 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-54.json

2021-05-12 18:46:13,804 - Task failed successfully

2021-05-12 18:46:13,804 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-55.json

2021-05-12 18:46:16,297 - Task failed successfully

2021-05-12 18:46:16,297 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-56.json

2021-05-12 18:46:18,279 - Task failed successfully

2021-05-12 18:46:18,279 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-57.json

2021-05-12 18:46:20,401 - Task failed successfully

2021-05-12 18:46:20,401 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-58.json

2021-05-12 18:46:22,686 - Task failed successfully

2021-05-12 18:46:22,686 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-59.json

2021-05-12 18:46:24,681 - Task failed successfully

2021-05-12 18:46:24,681 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-60.json

2021-05-12 18:46:26,683 - Task failed successfully

2021-05-12 18:46:26,683 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-61.json

2021-05-12 18:46:28,808 - Task failed successfully

2021-05-12 18:46:28,808 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-62.json

2021-05-12 18:46:30,737 - Task failed successfully

2021-05-12 18:46:30,737 - 

Running application application_simulation_SSO-CHB, with json SSO_Bare_currents-63.json

